id,trigger,conditions,script,text,options,notes
shipTrophyIsaFactionVisitChurchEscape,DialogOptionSelected,$option == ship_trophy_isa_church_escape,,"You turn and walk briskly toward the docking concourse.

Isa calls after you.

""Captain?""

You accelerate.

""Captain!""

Your bodyguards hurry to keep formation as you weave through the passing pilgrims. By the time you reach the main concourse, Isa is gaining on you.","0:ship_trophy_isa_faction_visit_continue:Continue to $marketName.",Luddic Church escape response.
shipTrophyIsaFactionVisitChurchResponse,DialogOptionSelected,$option == ship_trophy_isa_church_response,,"""Stopped by the shrine. The choir was rehearsing and I like the music.""

She looks back toward the vaulted doors. A hymn carries faintly through them, nearly lost beneath the station machinery.

""Don't make it weird.""","0:ship_trophy_isa_faction_visit_continue:Continue to $marketName.",Luddic Church vignette conclusion.
shipTrophyIsaFactionVisitPath,OpenInteractionDialog,IsaFactionVisitCMD shouldShow luddic_path score:12000,"IsaFactionVisitCMD prepare luddic_path
","A young Pather mechanic notices Isa studying an exposed power junction.

""You know reactors, sister?""

His voice is friendly. He offers her a cup of tea from the flask beside his tools.

Isa accepts it cautiously.

""A little.""

He shows her a schematic and asks how to keep an overloaded core from shutting itself down. Isa begins to answer.

Then she notices the civilian transponder codes beneath the reactor diagram.

""You aren't trying to save this ship.""

The mechanic smiles.

""No, sister.""","0:ship_trophy_isa_path_mechanic_response:Then what are you trying to do?",One-time post-recruitment Luddic Path mechanic vignette.
shipTrophyIsaFactionVisitPathMechanicResponse,DialogOptionSelected,$option == ship_trophy_isa_path_mechanic_response,,"""This craft is designated for our Martyr Corps,"" He says casually, as if discussing fuel economy, ""So we just need to keep the reactor functional in the short-term.""

Isa sets the tea down. The mechanic gives her an apologetic smile.

""Was it too sweet?""

Your Chief Engineer disappears into the command ship and doesn't come out for the rest of the trip.","0:ship_trophy_isa_faction_visit_continue:Continue to $marketName.",Luddic Path mechanic conclusion.
shipTrophyIsaFactionVisitPirates,OpenInteractionDialog,IsaFactionVisitCMD shouldShow pirates score:12000,"IsaFactionVisitCMD prepare pirates
","Isa has stopped beside the grav docks to watch the arriving ships.

One of them, a heavily modified Mudskipper, struggles to settle into its berth beneath the weight of the massive gun bolted to its frame. You seem to recognize that pattern as a Hellbore.

Isa leans over the railing.

""Look at that.""","0:ship_trophy_isa_pirates_2:""You're admiring a Mudskipper?""",One-time post-recruitment Pirate station vignette.
shipTrophyIsaFactionVisitPiratesSecond,DialogOptionSelected,$option == ship_trophy_isa_pirates_2,,"""The craftsmanship.""

Isa points toward the improvised thrust assembly.

""No proper yard. No matching parts. Probably no sober foreman.""

She pulls out her slate and zooms in on a web of reinforcement struts around the engine mounts.

""They grafted those jets on from three different hull classes. The couplings were machined by hand, the fuel lines are routed through the captain's old living quarters, and I'm pretty sure that heat shield used to be a blast door.""

The pirate frigate fires its maneuvering thrusters and settles neatly against the docking clamps.

Isa smiles.

""Still flies straight. Mostly.""","0:ship_trophy_isa_pirates_3:""I'm surprised you're so positive about their work.""",Pirate craftsmanship vignette beat.
shipTrophyIsaFactionVisitPiratesThird,DialogOptionSelected,$option == ship_trophy_isa_pirates_3,,"She lowers the slate.

""I grew up on an independent station. Seen people from all walks of life. The only difference between an indy and a pirate is how many meals they've missed.""

She shrugs.

""And I like the poor, misunderstood underdog.""","0:ship_trophy_isa_pirates_4:continue",Pirate underdog vignette beat.
shipTrophyIsaFactionVisitPiratesFourth,DialogOptionSelected,$option == ship_trophy_isa_pirates_4,,"The doors of a dockside bar slam open.

A pirate stumbles into the concourse, wild-eyed.

""I'll pay! I swear I'll pay this time!""

Several others emerge behind him. They seize him by the arms and legs, carry him to the edge of the dock, and throw him screaming and pleading through the grav field.

He hangs outside the station without a helmet, kicking soundlessly against the stars. His eyes bulge and his face begins to swell. Every desperate jerks sends the breath leaking from his lungs, turning him end over end, helplessly in the void.

After ten seconds, they drag him back by a tether around his ankle.

The moment he crosses the railing, he collapses onto the deck, wheezing and coughing blood while the bar erupts in laughter.","0:ship_trophy_isa_pirates_response:""Poor, misunderstood underdogs.""",Pirate dockside-bar vignette beat.
shipTrophyIsaFactionVisitResponsePirates,DialogOptionSelected,$option == ship_trophy_isa_pirates_response,,"Isa kicks you, then turns back toward the pirate frigate.

""Assholes,"" she mutters darkly. ""Making me look stupid.""","0:ship_trophy_isa_faction_visit_continue:Continue to $marketName.",Pirate vignette conclusion.
shipTrophyIsaFactionVisitContinue,DialogOptionSelected,$option == ship_trophy_isa_faction_visit_continue,"IsaFactionVisitCMD markSeen
FireBest OpenInteractionDialog",,,Marks the faction vignette complete and resumes the station's normal docking dialogue.
shipTrophyShroudedSubstrateBeginIsa,ShroudedSubstrateRightClick,"!$player.canMakeDwellerWeapons
IsaContactRulesCMD isaInFleet score:10000","ShowImageVisual shrouded_weapon_assembly
SetStoryOption shroudedSubstrateBegin 1 analyzeSubstrate technology ""Analyzed Shrouded Substrate""","You join your technology officer and Isa in a small briefing room overlooking the shop bay dedicated to what has been euphemistically dubbed ""special salvage"".

Haz-suited technicians attend to the containment machinery, stepping over coils of tube and wire. A mess of makeshift components were pulled from the common microforge libraries then torn apart and re-engineered to operate in this unusual, even extraordinary, application.

Isa wears a frown, tapping a TriPad as she observes the ongoing work. Tech can barely contain their excitement.

""$PlayerSirOrMadam,"" they say in unison at your arrival.","shroudedSubstrateBegin:""So. What is it?""
defaultLeave:Leave",Isa replaces the anonymous engineering chief in the first Shrouded Substrate briefing while she is in the player fleet.
shipTrophyShroudedSubstrateOptSelAIsa,DialogOptionSelected,"$option == shroudedSubstrate_optSelA
IsaContactRulesCMD isaInFleet score:10000","$saidWhatIsIt = true 0
$canSayGA = true 0","Isa makes a show of looking to Tech expectantly, mouth quite intentionally shut. It appears they've had this argument already.

""As, um."" Tech passes a look of consternation back toward Isa.

""In truth, I could not say, exactly. And unfortunately we're not equipped to perform a full scientific investigation. Clearly it is a part of, or a product of the, the... hostile force which we bested. But to know what it IS... you'd need a full science team and laboratory facilities to even begin to approach the right questions, to say nothing of answers...""","shroudedSubstrate_optSelAga:""Like the Galatia Academy.""
shroudedSubstrate_optSelAtt:""Like Tri-Tachyon.""",Isa-specific Shrouded Substrate explanation.
shipTrophyShroudedSubstrateOptSelAga2Isa,DialogOptionSelected,"$option == shroudedSubstrate_optSelAga2
!$saidTTthen
IsaContactRulesCMD isaInFleet score:10000",unset $canSayGA,"Isa answers. ""Yes, there's nothing like this in the public archives. The Galatia Academy is supposed to be neutral. But as you know, $playerSirOrMadam, the Hegemony will reach in to put its hands on the controls, so to speak, if it sees something it doesn't like. The Hegemony doesn't like disruption. And this...""

She extends a hand to indicate the contents of the workbay.

Tech nods agreement, ""The Ministry of Technology Standards would surely seize such specimens. I could not say what they would do with them, but we would not see them ever again. That much is certain.""","shroudedSubstrate_optSelAtt:""Tri-Tachyon then.""",Isa-specific Galatia Academy response.
shipTrophyShroudedSubstrateOptSelAga2bIsa,DialogOptionSelected,"$option == shroudedSubstrate_optSelAga2
$saidTTthen
IsaContactRulesCMD isaInFleet score:10000","unset $canSayGA
FireAll shroudedSubstrateBeginOpts","Isa answers. ""Yes, there's nothing like this in the public archives. The Galatia Academy is supposed to be neutral. But as you know, $playerSirOrMadam, the Hegemony will reach in to put its hands on the controls, so to speak, if it sees something it doesn't like. The Hegemony doesn't like disruption. And this...""

She extends a hand to indicate the contents of the workbay.

Tech nods agreement, ""The Ministry of Technology Standards would surely seize such specimens. I could not say what they would do with them, but we would not see them ever again. That much is certain.""",,Isa-specific Galatia Academy response after Tri-Tachyon has already been discussed.
shipTrophyShroudedSubstrateOptSelBIsa,DialogOptionSelected,"$option == shroudedSubstrate_optSelB
IsaContactRulesCMD isaInFleet score:10000","$saidValuable = true 0
FireAll shroudedSubstrateBeginOpts","""Extremely,"" Tech answers, exchanging a look with Isa. ""If the energy output ratio scales as projected...""

""It's dangerous,"" Isa says. ""It's almost too easy to build a weapon with this 'substrate'. Imagine if the Pathers-""

""-Yes, yes, another Mairaath,"" Tech interrupts. ""As with any applied technology, sufficiently powerful, it could... $playerSirOrMadam. To answer your query, yes, extremely valuable.""",,Isa-specific Shrouded Substrate value response.
shipTrophyShroudedSubstrateOptSelCIsa,DialogOptionSelected,"$option == shroudedSubstrate_optSelC
IsaContactRulesCMD isaInFleet score:10000","$saidUseful = true 0
FireAll shroudedSubstrateBeginOpts","""Very,"" your technology officer exchanges another look with Isa. ""In my professional opinion.""

""When stabilized, and... provoked, it appears to create energy from... somewhere else. Or transform it, enhance it. The gain is spectacular.""

Isa steps forward. ""That test with the laser-cutter would have blown a hole through the hull if,"" she glances at Tech, ""if we were not following protocol by using a blast-plate backing in the test zone.""

""Look, I did concede you were correct to-"" Tech catches your expression and shuts up, putting on a deferential look.",,Isa-specific Shrouded Substrate usefulness response.
shipTrophyShroudedSubstrateOptSelDIsa,DialogOptionSelected,"$option == shroudedSubstrate_optSelD
IsaContactRulesCMD isaInFleet score:10000","$saidDestroyed = true 0
FireAll shroudedSubstrateBeginOpts","Isa smirks at Tech.

""It is essentially unstable, if left alone,"" Tech admits. ""Without containment, it will,"" a pause, searching for the word.

""Fade away? No, withdraw. Slowly. The process is non-linear, and appears to accelerate, given time. Although it's hard to measure exact terms of mass, volume, or... output. It all just becomes... less.""",,Isa-specific Shrouded Substrate destruction response.
shipTrophyShroudedSubstrateOptSelEIsa,DialogOptionSelected,"$option == shroudedSubstrate_optSelE
IsaContactRulesCMD isaInFleet score:10000",,"Tech looks to Isa, who can barely suppress a grin despite her previous air of skepticism. Isa nods and flips a TriPad around.

""It's pretty simple, $playerSirOrMadam. Scale up the testing rig using modified common equipment to produce outputs in the combat application range. A robust chassis is not difficult. We're already equipped to repair modular components of most weapon systems using microforged components and existing supply stocks.""

She pauses, looking into the workbay once more. ""The key is this 'substrate'. It provides the core, the... amplification, the transformation.""",shroudedSubstrate_optSelE2:Continue,Isa-specific Shrouded Substrate weaponization response.
shipTrophyShroudedSubstrateBegin2Isa,DialogOptionSelected,"$option == shroudedSubstrateBegin
IsaContactRulesCMD isaInFleet score:10000",FireAll shroudedSubstrateBeginOpts,"""Exotic matter!"" Tech exclaims.

Isa interrupts. ""Another way of saying 'we don't know what it is', and 'it doesn't act how physics says it should'.""

Your technology officer begins again, enthusiasm tempered - somewhat. ""Obviously, I was about to- $playerSirOrMadam,"" Tech turns to face only you, perhaps to curb further interruptions. ""Analysis is preliminary and proceeding,"" a quick glimpse at Isa, ""carefully.""",,Isa replaces Engineering in the opening Shrouded Substrate exchange.
shipTrophyShroudedSubstrateOptSelFIsa,DialogOptionSelected,"$option == shroudedSubstrate_optSelF
IsaContactRulesCMD isaInFleet score:10000","$player.canMakeDwellerWeapons = true
Highlight $player.shroudedSubstrateAvailable
FireBest CheckPlayerHasNoSubstrate","""$PlayerSirOrMadam,"" Isa and Tech say once more in unison.

Shrouded Substrate available: $player.shroudedSubstrateAvailable unit(s).","substrate_selectWeapons:Select weapons to assemble
defaultLeave:Leave",Isa is named when Shrouded weapon assembly is unlocked.
shipTrophyShroudedSubstrateWasAnalyzedIsa,ShroudedSubstrateRightClick,"$player.canMakeDwellerWeapons
IsaContactRulesCMD isaInFleet score:10000","ShowImageVisual shrouded_weapon_assembly
Highlight $player.shroudedSubstrateAvailable
FireBest CheckPlayerHasNoSubstrate","You consult with your technical officer and Isa in a small briefing room overlooking a workbay adapted to store and analyze the unusual specimens you've found. They are poring over schematics, deep in an argument over implementation details. You are pleased to note that their disagreement plays out within a foundation built of professional respect.

They notice you and, in unison, say ""$PlayerSirOrMadam.""

Shrouded Substrate available: $player.shroudedSubstrateAvailable unit(s).","substrate_selectWeapons:Select weapons to assemble
defaultLeave:Leave",Isa replaces the generic engineering chief in repeat Shrouded Substrate interactions.
shipTrophySubstrateWeaponsPickedIsa,SubstrateWeaponsPicked,IsaContactRulesCMD isaInFleet score:10000,"Highlight $player.shroudedSubstrateAvailable
FireBest CheckPlayerHasNoSubstrate","Your technical officer and Isa pore over the schematics, arguing over implementation details. You are pleased to note that their disagreement plays out within a foundation built of professional respect.

Shrouded Substrate available: $player.shroudedSubstrateAvailable unit(s).","substrate_selectWeapons:Select weapons to assemble
defaultLeave:Leave",Isa replaces the generic engineering chief after Shrouded weapons are assembled.
shipTrophyShroudedMantleIntroIsa,DialogOptionSelected,"$option == ShroudedHMM_talk1
!$player.didAShroudedHullmodUnlock
IsaContactRulesCMD isaInFleet score:10000","$option = ShroudedHMM_talk2 0
FireBest DialogOptionSelected","You find your technology officer and Isa in deep discussion over one of the unusual specimens held in the ""special salvage"" bay.",,Isa is named in the first Shrouded Mantle analysis.
shipTrophyShroudedMantleIntroRepeatIsa,DialogOptionSelected,"$option == ShroudedHMM_talk1
$player.didAShroudedHullmodUnlock
IsaContactRulesCMD isaInFleet score:10000","$option = ShroudedHMM_talk2 0
FireBest DialogOptionSelected","You find your technology officer and Isa in another discussion over one of the unusual specimens held in the ""special salvage"" bay.",,Isa is named in repeat Shrouded Mantle analysis.
shipTrophyShroudedMantleTheoryIsa,DialogOptionSelected,"$option == ShroudedHMM_talk2
IsaContactRulesCMD isaInFleet score:10000",,"Isa is frowning, manipulating a diagram of a ship with abrupt flicks at the interface. ""It'd have to be anchored to the flux grid. Only way to keep it wrapped close enough to the hull geometry.""

""Precisely,"" Tech says. ""To keep the exotic material from diminishing! It will draw energy from incoming projectiles, storing it in the, um... meta-plasma?""

Isa snorts dismissively.

""Merely a working term,"" Tech says defensively.",ShroudedHMM_talk3:Continue,Isa replaces Engineering in Shrouded Mantle theory dialogue.
shipTrophyShroudedMantleDischargeIsa,DialogOptionSelected,"$option == ShroudedHMM_talk3
IsaContactRulesCMD isaInFleet score:10000","$option = ShroudedHMM_talk4 0
FireBest DialogOptionSelected","""We can't store energy forever in this theoretical, pretend-plasma,"" Isa says. ""It'll have to go somewhere.""

""Invert the polarity of the flux converters and flicker the drive field. Boom, a gentle bump to local time-space."" Tech looks self-satisfied. ""Um, by which I mean the ship itself.""

""You hope it's a gentle bump."" Isa frowns, pulling up agrav inertial suppression timing charts. ""If it works.""",,Isa replaces Engineering in Shrouded Mantle discharge dialogue.
shipTrophyShroudedMantleApprovalIsa,DialogOptionSelected,"$option == ShroudedHMM_talk5
IsaContactRulesCMD isaInFleet score:10000","$player.didAShroudedHullmodUnlock = true
$option = ShroudedHMM_talk6 0
FireBest DialogOptionSelected","Tech and Isa jump to attention, having been so involved in their argument that neither noticed you approach.

""$PlayerSirOrMadam, yes $playerSirOrMadam,"" they say, saluting.",,Isa is named when Shrouded Mantle research is approved.
shipTrophyShroudedMantleFaithfulApprovalIsa,DialogOptionSelected,"$option == ShroudedHMM_talk5l
$player.luddicFaithfulOrChurchCom
IsaContactRulesCMD isaInFleet score:10000",$player.didAShroudedHullmodUnlock = true,"Tech and Isa jump to attention, having been so involved in their argument that neither noticed you approach.

""$PlayerSirOrMadam, yes $playerSirOrMadam,"" they say, saluting.",ShroudedHMM_talk6:Continue,Isa is named in the Luddic Shrouded Mantle approval branch.
shipTrophyShroudedThunderheadIntroIsa,DialogOptionSelected,"$option == ShroudedHMTH_talk1
!$player.didAShroudedHullmodUnlock
IsaContactRulesCMD isaInFleet score:10000","$option = ShroudedHMTH_talk2 0
FireBest DialogOptionSelected","You find your technology officer and Isa in deep discussion over one of the unusual specimens held in the ""special salvage"" bay.",,Isa is named in the first Shrouded Thunderhead analysis.
shipTrophyShroudedThunderheadIntroRepeatIsa,DialogOptionSelected,"$option == ShroudedHMTH_talk1
$player.didAShroudedHullmodUnlock
IsaContactRulesCMD isaInFleet score:10000","$option = ShroudedHMTH_talk2 0
FireBest DialogOptionSelected","You find your technology officer and Isa in another deep discussion over one of the unusual specimens held in the ""special salvage"" bay.",,Isa is named in repeat Shrouded Thunderhead analysis.
shipTrophyShroudedThunderheadEngineeringIsa,DialogOptionSelected,"$option == ShroudedHMTH_talk3
IsaContactRulesCMD isaInFleet score:10000","$player.didAShroudedHullmodUnlock = true
$option = ShroudedHMTH_talk4 0
FireBest DialogOptionSelected","""Theoretically."" Isa crosses her arms beneath a very skeptical look.

""To operate during combat... hmm. Modifications would have to be made. Shield emitters, drive field, inertial suppression... I'll need to perform some tests.""

Isa finally notices you observing their talk and stands to attention. ""With your approval, $PlayerSirOrMadam.""",,Isa replaces Engineering in Shrouded Thunderhead analysis.
shipTrophyShroudedLensIntroIsa,DialogOptionSelected,"$option == ShroudedHML_talk1
!$player.didAShroudedHullmodUnlock
IsaContactRulesCMD isaInFleet score:10000","$option = ShroudedHML_talk2 0
FireBest DialogOptionSelected","You find your technology officer and Isa in deep discussion over one of the unusual specimens held in the ""special salvage"" bay.",,Isa is named in the first Shrouded Lens analysis.
shipTrophyShroudedLensIntroRepeatIsa,DialogOptionSelected,"$option == ShroudedHML_talk1
$player.didAShroudedHullmodUnlock
IsaContactRulesCMD isaInFleet score:10000","$option = ShroudedHML_talk2 0
FireBest DialogOptionSelected","You find your technology officer and Isa in another deep discussion over one of the unusual specimens held in the ""special salvage"" bay.",,Isa is named in repeat Shrouded Lens analysis.
shipTrophyShroudedLensTheoryIsa,DialogOptionSelected,"$option == ShroudedHML_talk2
IsaContactRulesCMD isaInFleet score:10000",,"""This 'lens' - a working term, of course - does not operate in normal space as-such.""

Tech is deep in lecture mode over an arcane holo-diagram. You can tell they've been talking for some minutes from Isa's impatient eye roll.

""It could be emplaced deep within the hull, in a specially stabilized cradle - for safety,"" Tech continues.

Isa appears pained at describing this proposal as 'safe'.",ShroudedHML_talk3:Continue,Isa replaces Engineering in Shrouded Lens theory dialogue.
shipTrophyShroudedLensRangeIsa,DialogOptionSelected,"$option == ShroudedHML_talk4
IsaContactRulesCMD isaInFleet score:10000",$player.didAShroudedHullmodUnlock = true,"Tech and Isa both jump at your words, standing to attention. ""$PlayerSirOrMadam!"" they say in uncharacteristic unison.

Isa takes the opportunity to finally get a word in. ""Accuracy decreases in... interestingly, a sharp harmonic progression. But this means anything beyond mid-range combat parameters will effectively create an energetic burst at a random spot somewhere within the n-space universe."" She side-eyes Tech. ""Just another blip of cosmic background radiation.""

Tech looks like they might say something, but no words come. Isa fills the silence again. ""Practically, it could only target reasonably nearby hostiles.""",ShroudedHML_talk5:Continue,Isa replaces Engineering in Shrouded Lens range dialogue.
shipTrophyGanEdenSurfaceSiteCanColonize,PrintSystemCutOffText,$market.shipTrophyGanEdenSurfaceSite score:100000,,"Although Gan Eden is sealed from hyperspace, this fixed shell site is connected to self-contained atmosphere, power, and transit infrastructure. Establishing a colony here remains possible.",,Allows colonization of fixed Gan Eden surface sites while the prototype system is isolated.
